capitalizations,POS_VB,POS_NN,POS_RB,POS_UH,POS_JJ,exclamations,questionmarks,emoji_scores,contrast,sentiment,vader_sentiment,vader_contrast,sujectivity
4,5,6,0,0,0,0,0,0,0.0,0.0,-0.8176,0.37799999999999995,0.0
1,6,3,2,0,2,0,0,0,0.25,0.3333333333333333,0.6249,0.221,0.43333333333333335
1,3,5,0,0,0,0,0,7,0.7,0.15,0.765,0.11,0.325
3,5,4,3,0,0,0,0,0,0.0,0.0,-0.3089,0.124,1.0
1,4,1,2,0,1,0,0,0,0.04999999999999999,-0.04999999999999999,0.0,0.0,0.7
1,6,4,3,0,0,0,0,0,0.0,0.0,-0.29600000000000004,0.091,0.0
1,0,3,0,0,2,0,0,0,0.15000000000000002,0.7749999999999999,0.7783,0.5760000000000001,0.8
0,4,4,3,0,2,0,0,0,0.33333333333333337,-0.4375,-0.4546,0.10099999999999999,0.9722222222222222
1,2,3,1,0,1,0,0,8,0.1,0.13333333333333333,0.836,0.389,0.16666666666666666
11,5,5,0,0,0,0,0,0,0.5,0.5,-0.25,0.056000000000000015,0.5
1,1,2,1,0,0,0,0,0,0.0,0.0,0.2075,0.185,0.0
3,4,9,0,0,0,0,0,0,0.3,0.3,0.8402,0.3,0.0
4,9,3,1,0,0,0,0,0,0.06666666666666665,-0.06666666666666665,0.4019,0.105,0.6
3,4,3,3,0,1,0,0,0,0.95,0.13333333333333333,-0.7105,0.258,0.6333333333333333
90,0,23,1,0,0,0,0,0,0.6999999999999998,-0.6999999999999998,-0.4075,0.05199999999999999,0.6666666666666666
2,3,4,2,0,3,0,0,0,0.5,0.5333333333333333,0.9313,0.498,0.7000000000000001
0,6,4,4,0,2,0,0,0,1.0,1.0,0.5499,0.069,0.3
9,4,4,2,0,2,1,0,0,0.6999999999999998,-0.3499999999999999,-0.623,0.226,0.3333333333333333
3,5,5,0,0,1,0,0,0,0.0,0.0,-0.4404,0.132,0.25
4,2,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2,5,5,1,0,1,0,0,0,0.825,-0.2875,-0.8109999999999999,0.259,0.725
5,1,6,1,0,1,0,0,0,0.2,0.2,0.3612,0.161,0.5
9,4,1,1,0,0,0,0,0,0.5,0.25,0.5622,0.185,0.8
5,3,2,2,0,1,0,0,0,0.4,-0.2,0.431,0.18,0.3
5,4,3,1,0,1,0,0,0,0.5,0.5,-0.1045,0.021999999999999992,0.5
3,2,5,2,0,3,0,0,3,0.2666666666666666,0.3333333333333333,0.9371,0.507,0.7166666666666667
1,6,2,5,0,1,0,0,0,0.075,0.075,0.2249,0.038999999999999986,0.30000000000000004
1,2,3,2,0,1,0,0,0,0.3,0.5,0.6983,0.391,0.5
1,6,0,3,0,2,0,0,0,0.3375,0.3375,0.7684,0.212,0.5625
7,2,9,0,0,2,0,0,0,0.2638888888888889,-0.2569444444444444,-0.128,0.077,0.6041666666666667
1,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
5,4,7,3,0,3,0,0,0,0.12500000000000006,0.31666666666666665,0.6116,0.15300000000000002,0.6
1,2,3,2,0,1,0,0,0,0.5,0.18333333333333326,0.7269,0.40399999999999997,0.6666666666666666
0,8,3,5,0,3,0,0,0,0.4666666666666667,0.4666666666666667,0.7964,0.20199999999999999,0.7166666666666667
6,4,7,2,0,1,0,0,0,0.6999999999999998,-0.6999999999999998,-0.34,0.053000000000000005,0.6666666666666666
2,5,2,2,0,2,0,0,0,0.361904761904762,0.361904761904762,0.6249,0.19399999999999998,0.45079365079365075
2,2,2,2,0,0,1,0,0,0.5,0.625,0.7644,0.452,0.6
2,5,3,1,0,0,0,0,0,0.0,0.0,-0.8105,0.27899999999999997,0.0
3,2,7,1,0,1,0,0,0,0.0,0.0,0.9563,0.5760000000000001,1.0
2,2,5,1,0,1,0,0,0,0.0,0.0,-0.0772,0.106,0.0
3,6,4,1,0,0,0,0,0,0.0,0.0,-0.2732,0.04899999999999999,0.0
2,3,6,3,0,0,0,0,0,0.0,-0.8,-0.7506,0.218,0.8500000000000001
0,6,3,2,0,1,0,0,0,0.4,-0.2,-0.7783,0.293,0.55
1,5,5,1,0,4,0,0,0,0.3125,0.14375,0.1796,0.020999999999999963,0.5875
1,4,3,3,0,2,0,0,0,0.10000000000000003,0.26666666666666666,0.672,0.183,0.6666666666666666
3,3,4,2,0,0,0,0,0,0.16666666666666666,-0.16666666666666666,0.0,0.0,0.06666666666666667
2,3,4,0,0,1,0,0,0,0.30000000000000004,-0.30000000000000004,-0.6372,0.321,0.75
2,4,6,2,0,1,0,0,0,0.8,0.8,0.9059999999999999,0.358,1.0
4,3,5,2,0,1,0,0,0,1.3,-0.15000000000000002,0.4767,0.17500000000000002,0.75
1,4,3,1,0,0,0,0,0,0.5,0.5,0.6996,0.227,0.6
4,2,5,0,0,2,2,0,0,0.675,0.05000000000000001,-0.3578,0.025000000000000026,0.4666666666666666
3,3,3,2,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0
1,3,2,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
3,2,3,0,0,1,0,0,0,0.0,0.0,0.5267,0.327,0.0
1,5,3,2,0,1,0,0,0,0.5,-0.5,0.0258,0.0040000000000000036,1.0
0,2,5,0,0,0,0,0,0,0.0,0.0,0.0772,0.098,0.0
2,3,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
0,6,4,2,0,2,0,0,0,0.5,0.25,0.29600000000000004,0.06599999999999998,0.25
0,1,2,1,0,1,0,0,-3,0.9142857142857144,-0.7142857142857143,-0.0221,0.06799999999999998,0.8571428571428571
4,5,4,3,0,2,0,0,0,0.4499999999999999,0.12500000000000006,0.9286,0.273,0.5166666666666667
3,1,5,0,0,1,1,0,0,0.2,0.2,0.0,0.0,0.5
2,1,1,4,0,0,0,0,0,0.5,0.5,0.7003,0.49200000000000005,0.5
0,4,2,1,0,2,0,0,0,1.6,0.2,0.5574,0.146,0.6
4,4,4,0,0,1,1,0,0,1.0,1.0,0.7325,0.27,1.0
0,2,3,1,0,0,0,0,0,0.0,0.0,-0.0772,0.157,0.0
1,5,3,5,0,2,0,0,0,0.09166666666666667,-0.09166666666666667,0.3374,0.085,0.4666666666666666
5,7,2,2,0,2,0,0,0,0.15000000000000002,0.6,0.9432,0.429,0.7333333333333334
1,8,4,3,0,1,0,0,0,1.3,-0.15000000000000002,-0.631,0.19699999999999998,0.7
1,2,2,1,0,0,0,0,0,0.4,-0.4,0.0,0.0,0.4
3,1,4,0,0,3,0,0,0,1.2999999999999998,0.05000000000000002,0.6908,0.218,0.95
6,2,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
5,5,6,0,0,1,0,0,0,1.0,1.0,0.6705,0.21600000000000003,0.3
2,2,5,2,0,2,0,0,0,0.25,0.25,-0.6808,0.196,1.0
6,1,10,0,0,1,0,0,0,0.0,0.0,0.34,0.124,0.0
3,5,4,3,0,4,0,0,0,0.20000000000000007,0.6333333333333334,0.9468,0.507,0.8333333333333334
4,1,3,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0
2,2,4,0,0,2,0,0,0,0.9,0.9,0.8834,0.484,1.0
0,3,3,3,0,2,0,0,0,0.14285714285714285,0.14285714285714285,0.3182,0.126,0.26785714285714285
3,5,4,1,0,1,0,0,0,0.0,0.0,0.3612,0.106,0.0
1,2,2,2,0,2,1,0,0,0.7916666666666667,0.10416666666666666,0.8009,0.262,0.7638888888888888
3,3,1,2,0,1,0,0,10,0.0,0.0,0.7003,0.163,0.0
0,1,2,1,0,2,0,0,5,0.0,-0.5,-0.805,0.361,0.95
0,2,1,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0
2,7,5,1,0,4,0,0,0,0.3,0.0,0.6597,0.184,0.26666666666666666
1,1,4,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.125
9,1,8,0,0,0,0,0,0,0.4,-0.4,0.0,0.0,0.4
1,0,4,0,0,0,0,0,4,0.0,0.0,0.6169,0.386,0.0
6,3,7,0,0,1,0,0,0,0.25,-0.25,-0.3412,0.124,0.5
9,1,6,1,0,1,0,0,0,0.325,0.13333333333333333,0.3182,0.161,0.7000000000000001
1,5,6,3,0,3,0,0,0,0.6875,0.15625,0.4019,0.091,0.75
4,2,7,1,0,2,1,0,0,0.6,0.6,0.9690000000000001,0.527,0.25
91,1,21,0,0,0,0,0,0,0.06666666666666665,0.34,0.128,0.04099999999999998,0.71
73,5,14,1,0,0,0,0,0,0.35,0.35,0.4215,0.12300000000000001,0.65
3,4,6,1,0,1,0,0,0,0.0,0.0,0.3612,0.091,0.06666666666666667
7,4,5,0,0,1,0,0,0,0.5,0.5,0.5106,0.193,1.0
1,5,4,2,0,0,0,0,0,0.0,0.0,-0.2263,0.04400000000000001,0.0
23,3,8,0,0,2,2,0,0,1.125,0.0,0.9084,0.416,0.8666666666666667
1,4,1,6,0,2,0,0,0,0.5249999999999999,0.3499999999999999,0.9016,0.5429999999999999,0.5
4,2,5,0,0,0,0,0,0,0.175,-0.175,-0.3612,0.161,0.175
6,4,7,3,0,1,0,0,0,0.11818181818181818,0.11818181818181818,0.0,0.0,0.37727272727272726
1,5,2,5,0,1,0,0,0,0.8,0.8,0.823,0.248,1.0
6,1,9,0,0,0,2,0,0,1.193181818181818,-0.20454545454545456,0.2225,0.057,0.5848484848484848
1,5,7,0,0,0,0,0,0,0.1,-0.1,0.7783,0.302,0.4
1,1,3,0,0,0,0,0,0,0.04999999999999999,-0.125,0.0,0.0,0.30000000000000004
3,1,6,0,0,0,0,0,0,0.0,0.0,-0.128,0.10300000000000001,0.0
3,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
4,1,6,0,0,1,1,0,3,0.0,0.0,0.7424,0.364,0.06666666666666667
87,1,19,0,0,0,0,0,0,0.875,0.4583333333333333,0.9413,0.408,0.6583333333333333
3,5,6,1,0,1,0,0,0,0.5,0.5,-0.2235,0.054999999999999986,0.5
1,2,4,2,0,0,0,0,0,0.6,0.6,0.5994,0.353,0.8
3,0,5,0,0,0,0,0,0,0.13636363636363635,0.13636363636363635,0.0,0.0,0.45454545454545453
1,3,4,3,0,1,0,0,4,0.6000000000000001,0.4000000000000001,0.8481,0.33799999999999997,0.5333333333333333
4,5,6,2,0,2,0,0,0,0.15,-0.15,-0.3851,0.01999999999999999,0.39999999999999997
4,6,3,0,0,2,0,0,0,0.5681818181818181,0.5681818181818181,0.765,0.258,0.75
7,2,8,2,0,1,0,0,0,0.13636363636363635,0.13636363636363635,0.0,0.0,0.45454545454545453
1,1,3,1,0,1,0,0,0,0.35,0.35,0.5574,0.17600000000000002,0.4
2,3,0,2,0,0,0,0,0,0.08333333333333333,-0.08333333333333333,0.0,0.0,0.16666666666666666
0,4,1,2,0,0,0,0,0,0.8,0.8,0.0433,0.012000000000000009,0.7
0,2,1,2,0,4,0,0,0,0.9375,-0.125,-0.5267,0.17500000000000002,0.8333333333333334
3,7,4,2,1,0,1,0,0,0.15625,0.1953125,0.3595,0.07200000000000001,0.6875
