capitalizations,POS_VB,POS_NN,POS_RB,POS_UH,POS_JJ,exclamations,questionmarks,emoji_scores,contrast,sentiment,vader_sentiment,vader_contrast,sujectivity
4,4,2,0,0,3,3,0,0,0.2875,-0.5041666666666667,-0.9544,0.491,0.8666666666666667
1,1,1,0,0,0,0,0,0,0.8,-0.8,-0.5719,0.552,0.9
1,1,2,4,0,1,0,0,0,0.04464285714285715,-0.04464285714285715,-0.596,0.261,0.5178571428571428
3,9,2,0,0,3,0,0,0,0.13333333333333333,0.13333333333333333,0.5267,0.15,0.6333333333333333
0,1,5,0,0,0,0,0,0,0.0,0.0,-0.9062,0.5770000000000001,0.0
3,4,5,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.75
1,6,4,2,0,0,0,0,0,0.0,0.0,0.6124,0.154,0.0
2,6,3,3,0,1,0,0,0,0.6000000000000001,-0.4000000000000001,-0.7885,0.332,0.8666666666666667
2,4,1,1,0,1,0,0,0,0.7999999999999999,0.3,0.4927,0.21,0.35000000000000003
10,2,5,1,0,1,1,0,0,0.4500000000000001,0.5,0.9142,0.494,0.68
4,4,7,1,0,3,2,0,0,0.3125,0.15625,0.2924,0.08499999999999999,0.55
3,3,7,2,0,4,0,0,15,0.10000000000000003,0.0666666666666667,0.9296,0.242,0.625
1,1,1,1,0,0,0,0,-2,0.0,0.0,0.5267,0.405,0.0
2,6,3,1,0,1,0,0,0,0.30000000000000004,-0.30000000000000004,-0.8316,0.315,0.39999999999999997
1,5,2,6,0,1,0,0,0,0.1,-0.1,0.3612,0.106,0.30000000000000004
2,3,8,1,0,1,0,0,0,0.9,0.04999999999999999,0.7506,0.21100000000000002,0.6499999999999999
1,4,4,2,0,0,0,0,0,0.43333333333333335,0.43333333333333335,0.5895,0.245,0.575
2,1,3,0,0,1,1,0,0,0.0,1.0,0.9117,0.659,0.65
0,2,3,0,0,4,0,0,0,0.25,-0.275,-0.8255,0.46,0.575
6,6,6,0,0,2,0,0,0,0.15,0.15,0.0,0.037000000000000005,0.4
52,1,12,2,0,0,0,0,-11,0.625,-0.625,-0.9212,0.409,1.0
0,2,3,1,0,1,0,0,0,0.6,0.6,-0.1581,0.038000000000000034,1.0
5,2,6,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
0,1,2,0,0,0,0,0,0,0.85,0.85,-0.2235,0.10499999999999997,1.0
4,6,7,0,0,1,0,0,10,1.5,0.25,0.7482,0.08900000000000001,0.65
5,6,5,0,0,1,1,0,0,0.4083333333333334,0.4083333333333334,0.4199,0.053999999999999986,0.7999999999999999
1,2,2,1,0,2,0,0,0,0.4636363636363636,0.36818181818181817,0.5719,0.37,0.55
9,4,7,2,0,3,0,0,0,0.4,-0.3,-0.4165,0.17800000000000002,0.6
3,3,6,2,0,3,1,0,0,0.925,0.321875,0.5739,0.252,0.5375
10,7,6,1,0,1,0,0,0,0.20416666666666666,0.20416666666666666,0.6038,0.134,0.37083333333333335
1,3,2,0,0,0,0,0,0,0.25,0.25,0.7351,0.36,0.25
5,2,4,1,0,1,1,0,0,0.375,-0.46875,-0.5562,0.23,0.5
1,1,1,1,0,1,0,0,0,0.4,0.4,0.4585,0.428,0.8
4,3,6,1,0,2,0,0,0,0.30000000000000004,0.25,0.7096,0.258,0.575
2,2,2,0,0,1,0,0,0,0.8,0.8,-0.785,0.6970000000000001,0.75
3,8,2,2,0,1,0,0,0,0.0,0.0,0.4404,0.1,0.0
10,7,9,5,0,1,0,0,0,0.6468749999999999,0.08125000000000004,0.4215,0.07800000000000001,0.592361111111111
4,6,7,4,0,1,0,0,0,0.4,0.4,0.4404,0.06200000000000001,0.875
7,1,4,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
1,0,6,2,0,3,0,0,0,0.34375,0.378125,0.9313,0.5820000000000001,0.7
5,3,5,0,0,5,0,0,0,0.14999999999999994,0.275,0.3612,0.08600000000000001,0.45
2,0,3,0,0,1,0,0,0,0.1875,-0.1875,-0.2755,0.23199999999999998,0.5
11,3,6,1,0,3,0,0,0,0.3000000000000001,-0.2,-0.765,0.32,0.5888888888888889
2,3,0,0,0,1,0,0,0,0.042857142857142816,-0.7714285714285714,-0.8859999999999999,0.722,0.919047619047619
3,3,7,0,0,1,0,0,0,0.15625,0.15625,0.9274,0.375,0.55
1,1,10,1,0,1,0,0,3,0.45,-0.45,-0.743,0.12499999999999994,1.0
4,4,6,3,0,0,0,0,0,0.0,0.0,-0.0258,0.0040000000000000036,0.0
2,5,4,3,0,1,0,0,0,0.5000000000000001,-0.275,-0.25,0.068,0.75
1,0,1,1,0,1,0,0,0,0.0,0.0,-0.29600000000000004,0.306,0.0
4,1,5,0,0,2,0,0,0,0.14999999999999994,-0.14999999999999994,-0.7947,0.447,0.75
1,3,4,0,0,0,0,0,0,0.0,0.0,0.4019,0.213,0.0
35,1,8,0,0,0,1,0,0,1.0,1.0,0.2244,0.067,0.7
4,3,5,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
1,6,8,1,0,2,0,0,0,0.6571428571428571,-0.6571428571428571,0.7506,0.11800000000000001,0.9285714285714286
2,3,4,1,0,3,0,0,0,1.2958333333333334,-0.271875,-0.4753,0.12799999999999995,0.8
0,3,0,2,0,2,0,0,0,0.21,0.8049999999999999,0.7264,0.379,0.6900000000000002
1,4,3,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
1,4,7,2,0,5,0,0,4,0.65,-0.06666666666666668,0.8979,0.205,0.7583333333333334
1,1,4,2,0,1,0,0,0,0.0,0.0,-0.34,0.21100000000000002,1.0
81,1,17,0,0,0,0,0,0,0.0,0.5,0.92,0.42100000000000004,0.75
0,1,3,0,0,1,0,0,-5,1.0,-1.0,-0.8271,0.685,1.0
1,1,1,1,0,1,0,0,0,0.5,0.5,0.6369,0.457,0.6
0,3,3,1,0,2,0,0,0,0.2,0.21666666666666667,-0.073,0.066,0.7833333333333333
3,4,5,1,0,1,0,0,0,0.13636363636363635,0.06818181818181818,-0.34,0.13,0.2833333333333333
11,6,6,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
4,4,7,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.06666666666666667
30,1,8,0,0,0,0,0,0,0.08571428571428574,-0.7571428571428571,-0.8377,0.498,0.8785714285714286
8,3,3,1,0,1,1,0,0,0.25,0.25,0.0,0.0,0.2
0,1,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1,3,3,2,0,2,0,0,-15,0.0,0.0,0.1351,0.091,0.0
1,3,1,0,0,0,0,0,0,0.5,0.5,0.6369,0.512,0.6
1,4,4,1,0,0,0,0,-3,0.0,0.0,-0.6705,0.282,0.0
2,5,5,2,0,0,0,0,0,0.4,-0.4,-0.7906,0.25,0.45
5,6,4,3,0,2,0,0,0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.5357142857142857
5,5,4,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.14285714285714285
8,2,7,0,0,0,0,0,0,0.5,0.5,0.9246,0.573,0.75
2,2,8,1,0,2,0,0,0,0.0,0.0,0.4215,0.147,0.0
4,2,1,1,0,0,0,0,-5,0.6,0.6,0.368,0.121,1.0
3,2,2,0,0,0,0,0,0,0.0,0.0,0.4215,0.318,0.0
5,2,4,0,0,1,0,0,0,0.0,0.0,-0.29600000000000004,0.18,0.0
1,2,4,0,0,2,0,0,0,0.17499999999999993,0.7375,0.9618,0.7559999999999999,0.8375
3,2,3,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2,3,5,0,0,1,0,0,0,0.7749999999999999,0.2125,0.6808,0.14900000000000002,0.5875
5,5,4,4,0,2,1,0,0,0.14583333333333334,-0.14583333333333334,-0.1759,0.086,0.4708333333333333
2,6,8,1,0,3,0,0,0,0.225,0.5,0.8885,0.27,0.85
4,2,4,0,0,2,0,0,0,0.5,0.5,0.6369,0.426,0.5
0,3,5,2,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0
2,1,5,0,0,1,0,0,0,0.1,0.1,0.0,0.0,0.4
5,4,8,2,0,0,1,0,0,0.3,0.09166666666666666,0.3989,0.04500000000000001,0.7333333333333334
1,1,1,0,0,0,0,0,0,0.15,-0.15,0.0,0.0,0.4
5,5,8,2,0,2,0,0,0,0.2,0.1,0.0,0.0,0.1
2,0,4,1,0,0,0,0,0,0.0,0.0,0.5267,0.36200000000000004,0.0
2,5,0,0,0,1,0,0,0,0.32,0.08666666666666667,0.7121,0.397,0.24666666666666667
1,2,4,2,0,1,0,0,8,1.0,1.0,0.8807,0.44,0.3
5,1,3,0,0,2,0,0,0,0.30000000000000004,0.65,0.8455,0.604,0.85
1,5,4,1,0,0,0,0,0,0.5,0.5,0.4215,0.076,0.6
2,6,6,1,0,3,0,0,0,0.0,0.0,0.3356,0.084,0.0
5,4,9,0,0,3,2,0,0,0.425,0.4125,0.8065,0.304,0.52
4,4,4,3,0,1,0,0,0,0.0,0.0,0.0,0.0,0.5
1,3,4,0,0,0,0,0,0,0.5,0.5,0.6369,0.231,0.6
1,4,6,1,0,2,0,0,0,0.1484848484848485,0.3924242424242425,0.8859999999999999,0.331,0.5833333333333334
3,4,4,4,0,3,0,0,0,0.6499999999999999,0.26666666666666666,0.34,0.09700000000000003,0.32222222222222224
23,2,5,1,0,1,0,0,0,0.5,0.25,0.7125,0.33,0.3
0,1,3,0,0,0,0,0,0,0.25,-0.25,-0.5853,0.28700000000000003,0.6
10,3,9,1,0,1,2,0,0,0.7,0.6875,0.8217,0.285,0.6
3,6,3,2,0,2,0,0,5,0.125,0.4375,0.905,0.312,0.875
4,6,7,0,0,1,0,0,0,0.6,-0.6299999999999999,-0.9758,0.6509999999999999,0.52
0,4,5,0,0,1,0,0,0,0.5,0.5,0.0772,0.033,0.55
1,3,5,1,0,2,0,0,0,0.7,0.35,0.0258,0.0050000000000000044,0.55
0,1,4,0,0,0,0,0,2,0.5,0.5,0.6369,0.29600000000000004,0.6
1,4,4,3,0,0,0,0,0,0.4047619047619048,0.19642857142857145,0.743,0.218,0.5339285714285714
12,3,9,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,2,4,2,0,2,1,0,3,0.25,0.6333333333333333,0.9536,0.611,0.9166666666666666
1,3,0,2,0,1,0,0,0,0.3,0.3,0.8316,0.557,0.9444444444444444
2,1,1,0,0,2,0,0,0,0.5,0.5,0.5859,0.43200000000000005,0.55
1,1,6,2,0,1,0,0,0,0.65,-0.65,-0.7959999999999999,0.321,1.0
3,5,6,4,0,3,0,0,0,0.25,-0.125,-0.2263,0.073,0.10625000000000001
2,2,5,4,0,2,0,0,0,0.175,0.175,0.6995,0.243,0.325
2,2,2,2,1,1,1,0,0,0.5,0.25,0.6696,0.29,0.8
2,1,8,1,0,1,1,0,0,0.125,0.3125,0.5562,0.23,0.26666666666666666
1,5,8,3,0,1,0,0,0,0.0,0.0,-0.4767,0.114,1.0
0,3,7,1,0,5,0,0,0,0.2107142857142857,0.16964285714285715,0.6249,0.242,0.4535714285714285
4,6,7,1,0,5,2,0,5,0.08333333333333333,0.08333333333333333,0.8118,0.174,0.6
3,5,3,3,0,2,0,0,0,0.4642857142857143,-0.09523809523809523,-0.5574,0.09,0.6571428571428571
5,5,4,2,0,1,0,0,0,0.0,0.0,-0.1531,0.096,0.05
1,5,5,1,0,3,0,0,0,0.0,0.0,0.3408,0.115,0.5
2,6,4,3,0,0,0,0,0,0.2,0.2,-0.5093,0.177,0.2
22,3,11,1,1,1,2,0,-28,1.0,-0.5,-0.9793,0.5720000000000001,0.45
3,5,5,2,0,2,1,0,0,0.5,0.625,0.6696,0.163,0.6
3,1,5,0,0,1,0,0,0,0.0,0.0,0.1779,0.175,0.0
3,1,3,2,0,1,0,0,0,0.047222222222222214,0.04722222222222221,0.0,0.0,0.5694444444444445
4,4,6,0,0,1,0,0,0,0.125,-0.125,0.0,0.0,0.375
3,3,3,0,0,1,0,0,0,0.05,-0.05,-0.0772,0.017999999999999988,0.2
2,3,6,0,0,0,0,0,0,0.0,0.0,0.9153,0.358,0.0
8,2,13,1,0,2,0,0,0,0.53,0.15333333333333332,0.0,0.0,0.4466666666666666
2,3,1,3,0,1,0,0,0,0.0357142857142857,0.2619047619047619,0.6369,0.231,0.41190476190476194
1,2,2,0,0,1,1,0,0,0.2,0.25,0.4199,0.237,0.5
2,3,3,1,0,0,0,0,0,1.0,1.0,-0.3724,0.154,1.0
1,6,5,3,0,1,0,0,0,0.0,0.0,0.3612,0.094,0.0
4,2,4,1,0,1,0,0,0,0.0,0.0,0.25,0.111,0.0
2,2,4,1,0,0,0,0,0,0.5,0.5,0.8442,0.41200000000000003,0.6
3,3,4,2,0,1,0,0,0,0.2,0.2,-0.34,0.16699999999999998,0.2
5,6,4,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
3,4,4,2,0,1,0,0,0,0.43333333333333335,0.43333333333333335,0.5423,0.139,0.65
7,0,8,0,0,1,0,0,0,0.0,1.0,0.8934,0.517,0.65
3,6,3,1,0,2,0,0,0,0.2,0.2,-0.5994,0.163,0.30000000000000004
0,6,6,4,0,1,0,0,0,0.1722222222222222,0.1861111111111111,0.4939,0.10400000000000001,0.44722222222222224
1,2,3,1,0,0,0,0,2,0.2,0.2,0.4588,0.25,0.2
0,2,5,2,0,1,0,0,6,0.65,0.65,0.9633,0.624,0.8
2,8,5,2,0,1,0,0,0,0.09999999999999998,0.3,0.4197,0.087,0.275
4,4,6,2,0,3,0,0,0,1.05,0.3,0.4779,0.114,0.762962962962963
1,2,2,0,0,0,0,0,0,0.5,0.5,0.7579,0.565,0.8
2,4,3,1,0,1,0,0,0,0.0,0.0,0.25,0.10699999999999997,0.3
1,2,3,0,0,1,0,0,0,0.85,0.85,0.8909999999999999,0.639,1.0
2,2,3,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,4,3,4,0,0,0,0,0,0.5,0.5,0.6369,0.198,0.6
3,6,7,3,0,6,0,0,0,0.32142857142857145,-0.2428571428571429,-0.6124,0.17600000000000002,0.38476190476190475
2,2,1,2,0,1,0,0,0,0.35,0.35,0.3182,0.247,0.65
3,4,4,1,0,3,0,0,0,0.18095238095238086,0.4063492063492064,0.0,0.0,0.8452380952380952
18,0,6,0,0,1,0,0,0,0.0,0.8,0.9568,0.77,0.85
2,3,4,1,0,2,0,0,0,0.025,0.016666666666666666,0.5667,0.177,0.33888888888888885
5,2,5,0,1,0,0,0,0,0.0,0.0,-0.4404,0.08900000000000001,0.0
4,8,4,2,0,0,0,0,0,0.0,0.0,0.7783,0.201,1.0
5,6,7,1,0,1,0,0,0,0.8,0.8,0.6113,0.18100000000000002,1.0
5,4,3,4,0,2,0,0,0,0.30000000000000004,-0.4,-0.8658,0.35,0.7000000000000001
2,0,8,0,0,1,0,0,0,0.0,0.0,-0.3612,0.122,0.1125
4,5,3,4,0,2,0,0,0,0.31666666666666665,0.31666666666666665,0.0,0.0,0.5166666666666667
2,3,5,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
3,4,7,2,0,1,0,0,0,0.29999999999999993,-0.4000000000000001,-0.9083,0.313,0.7333333333333334
6,7,5,0,0,1,2,0,0,0.2083333333333333,-0.2,-0.9214,0.40399999999999997,0.52
9,3,5,1,0,2,0,0,0,0.2,0.2,0.7964,0.272,0.5666666666666667
2,2,4,0,0,4,0,0,0,0.13333333333333336,0.4666666666666667,0.9741,0.748,0.5833333333333334
1,4,3,0,0,0,0,0,0,0.0,0.0,-0.6124,0.35700000000000004,0.0
0,1,1,1,0,1,0,0,0,1.0,1.0,0.5542,0.41700000000000004,1.0
1,2,2,1,0,1,0,0,0,0.22142857142857145,0.3892857142857143,0.9128,0.625,0.717857142857143
1,3,4,0,0,1,0,0,0,0.0,0.0,-0.0516,0.079,0.0
0,3,1,1,0,0,0,0,0,0.4,-0.4,-0.29600000000000004,0.18,0.7
3,3,8,0,0,1,0,0,0,1.0,-1.0,-0.8658,0.3170000000000001,1.0
2,3,1,2,0,1,1,0,0,0.23750000000000004,0.6416666666666667,0.902,0.6890000000000001,0.6833333333333332
4,6,6,2,0,1,0,0,0,0.7857142857142857,-0.10714285714285716,-0.3865,0.087,0.7178571428571429
0,5,6,3,0,2,0,0,0,1.1800000000000002,-0.013333333333333345,0.6808,0.138,0.5866666666666667
1,0,1,0,0,1,0,0,0,0.7,0.7,0.4404,0.7440000000000001,0.6000000000000001
0,4,5,0,0,3,1,0,0,0.5,0.625,-0.3802,0.056,0.5
8,4,9,2,0,1,1,0,0,1.0,0.0,0.7978,0.16299999999999998,0.6499999999999999
4,2,5,0,0,3,0,0,0,0.13636363636363635,0.13636363636363635,0.3612,0.11599999999999999,0.5
2,0,4,0,0,0,1,0,0,0.0,0.0,0.5707,0.48,0.0
1,5,5,2,0,0,0,0,0,0.325,-0.325,0.0772,0.065,0.475
2,5,5,3,0,1,0,0,0,0.225,0.225,-0.29600000000000004,0.042,0.6
0,2,1,1,0,1,0,0,0,0.3,-0.3,0.0,0.0,0.6
5,6,5,1,0,2,0,0,0,0.65,0.43333333333333335,0.9042,0.301,0.45
0,1,1,1,0,2,0,0,0,0.09999999999999998,-0.75,-0.7717,0.573,1.0
2,2,1,1,0,1,1,0,0,0.09285714285714286,-0.8464285714285715,-0.8921,0.78,0.8785714285714286
1,4,2,5,0,0,0,0,2,0.5,0.25,0.4059,0.08,0.3
2,2,3,2,0,3,1,0,0,1.0,1.0,0.3367,0.061,1.0
6,6,6,2,0,0,0,0,0,0.06666666666666674,0.26,0.9042,0.301,0.52
4,6,2,2,0,2,0,0,0,0.075,-0.075,-0.2023,0.06500000000000003,0.65
2,2,10,1,0,2,0,0,0,0.0,0.0,-0.5859,0.16699999999999998,0.0
2,2,7,2,0,0,0,0,0,0.4,-0.2,-0.4717,0.204,0.7
0,1,2,0,0,3,0,0,0,0.1125,0.1125,0.9062,0.816,0.6749999999999999
1,4,3,3,0,4,0,0,0,0.4977777777777778,0.12333333333333332,0.2456,0.039000000000000014,0.6391666666666667
1,6,4,3,0,1,0,0,0,0.7,0.2333333333333333,0.3182,0.06899999999999999,0.20000000000000004
4,4,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3,2,3,0,0,1,0,0,0,0.2638888888888889,0.3020833333333333,0.8885,0.677,0.5041666666666667
0,2,1,1,0,0,0,0,0,0.5,0.5,0.4404,0.36700000000000005,0.5
5,1,4,0,0,0,0,0,-2,0.5,0.5,0.5106,0.207,0.6
8,3,9,1,0,1,0,0,0,0.0,0.5,0.802,0.325,0.6833333333333332
5,6,7,0,0,0,0,0,0,0.35,0.35,0.29600000000000004,0.07400000000000001,0.35
2,4,5,1,0,3,0,0,0,0.4,0.4,0.5868,0.114,0.5833333333333334
1,6,4,2,0,0,1,0,4,0.625,0.625,0.8122,0.28600000000000003,0.75
1,1,1,1,0,2,0,0,0,1.0,-0.5,-0.4572,0.428,0.5
7,3,10,0,0,0,0,0,0,0.2,0.2,0.0,0.0,0.3
2,3,1,4,0,1,0,0,-5,0.125,-0.125,-0.5837,0.34700000000000003,1.0
0,7,6,3,0,2,0,0,0,1.35,0.175,0.8173,0.22699999999999998,0.8333333333333334
2,3,2,0,0,2,0,0,0,0.175,0.175,0.3182,0.07799999999999996,0.575
2,3,9,1,0,1,0,0,0,0.06666666666666668,0.07777777777777778,0.6249,0.175,0.18888888888888888
4,4,6,1,0,2,0,0,0,0.4,0.2,-0.7508,0.262,0.9
3,4,7,1,0,2,1,0,0,1.0,-0.5,-0.3164,0.11199999999999999,0.5625
2,2,5,0,0,0,0,0,0,0.0,0.0,-0.6908,0.299,0.0
1,4,2,0,0,2,0,0,0,0.4,-0.4,-0.4767,0.215,0.7
2,2,7,1,0,2,0,0,0,0.0,0.0,0.4767,0.17,0.0
1,1,1,0,0,0,1,0,0,0.0,0.0,0.3595,0.33299999999999996,0.0
35,0,12,0,0,0,0,0,0,0.047222222222222214,0.04722222222222221,0.3182,0.17300000000000001,0.5694444444444445
4,5,4,1,0,1,0,0,0,0.1,-0.05,0.0,0.0,0.25
3,2,6,1,0,1,0,0,0,0.4642857142857143,0.30952380952380953,0.4404,0.135,0.4047619047619047
4,4,3,4,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
2,2,4,0,0,1,0,0,0,0.6,-0.6,-0.4019,0.149,0.8
1,2,3,1,0,0,0,0,4,0.0,0.0,0.4588,0.25,0.0
4,5,5,1,0,2,1,0,0,0.625,0.625,0.3802,0.115,0.8888888888888888
4,0,3,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1,2,1,2,0,2,0,0,0,0.4,0.4,0.0,0.0,0.65
1,6,5,1,0,3,0,0,0,0.15000000000000002,-0.04000000000000002,-0.1531,0.019000000000000017,0.62
4,4,6,5,0,2,0,0,0,0.2285714285714285,-0.18571428571428567,0.6908,0.175,0.5380952380952381
6,7,6,0,0,1,0,0,0,0.0,0.0,-0.9186,0.444,0.0
2,3,6,1,0,2,2,0,0,0.3,-0.3,-0.7568,0.33299999999999996,0.48333333333333334
5,5,7,3,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
1,6,4,1,0,0,0,0,0,0.5,0.5,-0.2023,0.025999999999999995,0.6
1,3,4,2,0,1,0,0,0,0.25,-0.25,-0.7264,0.337,0.75
2,2,8,1,0,3,0,0,0,0.3431818181818182,-0.17121212121212126,-0.1372,0.02300000000000001,0.4681818181818182
4,2,9,1,0,2,0,0,0,0.1,0.1,0.0,0.0,0.2
0,4,3,0,0,1,0,0,0,0.5,0.05000000000000002,-0.4767,0.157,0.625
3,1,5,1,0,1,1,0,0,0.625,0.625,0.8777,0.478,0.875
3,3,6,0,0,0,0,0,0,0.0,0.0,-0.6808,0.359,0.0
2,5,7,1,0,2,0,0,-9,1.0,1.0,-0.8268,0.204,1.0
0,1,2,1,0,1,0,0,0,0.5,0.5,0.0,0.0,0.5
1,2,4,0,0,3,0,0,0,0.5,-0.3333333333333333,-0.7351,0.292,0.6333333333333334
1,3,5,3,0,1,0,0,0,1.0,1.0,0.8442,0.349,0.3
0,2,2,2,0,2,0,0,0,0.24999999999999994,0.5333333333333333,0.4815,0.192,0.7166666666666668
1,1,3,0,0,1,0,0,0,0.0,0.0,0.5267,0.327,0.0
4,5,7,0,0,3,0,0,0,0.3666666666666667,0.5800000000000001,0.8402,0.239,0.51
1,3,1,1,0,1,0,0,0,1.1999999999999995,-0.09999999999999992,0.1779,0.04799999999999999,0.6333333333333333
6,1,4,0,0,2,0,0,0,0.2333333333333333,0.08333333333333334,0.0,0.0,0.21666666666666667
1,2,2,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0
0,2,3,1,0,1,0,0,0,0.2,-0.6,-0.7184,0.275,0.65
0,0,3,0,1,1,0,0,0,0.5,0.5,0.7096,0.596,0.5
1,3,2,3,0,2,0,0,0,0.3,0.35,0.3415,0.06999999999999999,0.35
5,6,4,1,0,0,1,0,0,0.5,0.625,0.8172,0.254,0.8
2,4,5,3,0,0,0,0,0,0.25,0.125,-0.2023,0.096,0.29166666666666663
1,0,3,2,0,1,0,0,0,0.16666666666666666,-0.16666666666666666,0.0,0.0,0.06666666666666667
10,2,9,1,0,0,0,0,0,0.17222222222222222,0.17222222222222222,0.7845,0.289,0.4444444444444444
1,3,2,1,0,2,0,0,0,0.04999999999999999,0.04999999999999999,0.2732,0.063,1.0
2,1,1,1,1,0,0,0,0,0.5,0.5,0.6369,0.457,0.6
0,1,4,0,0,0,0,0,0,0.2,0.2,0.4215,0.318,0.55
5,1,6,0,0,1,0,0,0,0.4666666666666667,0.5666666666666667,0.7073,0.289,0.625
4,2,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3,3,5,0,0,1,2,0,0,1.0,1.0,0.6988,0.193,0.3
3,1,8,0,0,0,0,0,0,0.0,0.0,0.765,0.45799999999999996,0.0
1,4,4,1,0,2,0,0,0,0.35,0.425,0.121,0.016999999999999987,1.0
2,2,5,0,0,1,0,0,0,0.55,0.55,0.8402,0.444,0.65
1,5,8,2,0,2,0,0,-6,0.5,-0.25,0.6542,0.151,0.19999999999999996
3,7,5,2,0,2,1,0,0,0.0625,0.0875,0.833,0.21900000000000006,0.5972222222222222
0,4,3,4,0,1,0,0,0,0.3666666666666667,0.3666666666666667,0.8402,0.35700000000000004,0.7000000000000001
4,1,4,0,0,1,0,0,0,0.0,0.0,0.3612,0.2,0.0
4,3,3,2,1,2,1,0,0,0.625,0.03125,0.8221,0.28800000000000003,0.925
19,4,5,2,0,0,0,0,0,0.5,-0.5,-0.7096,0.29600000000000004,0.29999999999999993
13,7,8,2,0,0,0,0,0,0.25,0.25,-0.25,0.029,0.3333333333333333
1,2,3,1,0,1,0,0,0,0.55,0.55,0.5719,0.12100000000000002,1.0
0,2,3,2,0,0,0,0,0,0.5,0.5,0.6124,0.212,0.75
4,5,7,5,0,0,0,0,0,0.03214285714285715,0.008928571428571425,0.0,0.0,0.37142857142857144
6,7,5,3,0,1,0,0,0,0.4,0.2333333333333333,-0.2229,0.11599999999999999,0.45
9,2,8,0,0,3,0,0,0,0.5916666666666667,-0.10555555555555557,-0.6712,0.195,0.3666666666666667
0,1,2,1,0,0,0,0,0,0.4928571428571428,0.4928571428571428,0.4588,0.33299999999999996,0.3678571428571429
7,3,11,1,1,2,0,0,-3,0.4666666666666666,0.4666666666666666,0.8718,0.314,0.6666666666666666
2,1,6,1,0,1,1,0,0,0.3,-0.35,-0.627,0.257,0.7
6,2,9,1,0,1,0,0,0,0.375,0.375,0.6788,0.247,0.75
2,6,4,4,0,2,0,0,-8,0.35,0.125,-0.4019,0.07399999999999997,0.45
2,4,3,1,0,0,0,0,0,0.8,-0.8,-0.5719,0.23600000000000002,0.9
3,4,4,1,0,1,0,0,0,0.25,0.25,0.4404,0.119,0.25
0,0,1,0,0,2,0,0,0,0.6,0.1,0.4215,0.41200000000000003,0.48333333333333334
4,1,5,2,0,1,1,0,0,0.75,0.75,0.6588,0.31,1.0
4,4,5,2,0,1,0,0,0,0.6,-0.6,0.4939,0.114,1.0
4,1,8,3,0,3,1,0,0,0.6499999999999999,-0.5666666666666665,-0.7345,0.15599999999999994,0.8888888888888888
0,1,5,2,0,2,0,0,7,0.04999999999999999,0.225,0.9322,0.517,0.6
2,1,2,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.4
1,3,1,0,0,0,0,0,0,0.0,0.0,-0.4404,0.36700000000000005,0.0
0,4,4,4,0,2,0,0,0,0.7,0.7,-0.3412,0.107,0.6000000000000001
7,4,6,0,0,4,0,0,0,0.24545454545454545,0.24545454545454545,0.7579,0.306,0.7761363636363636
3,3,9,3,0,1,0,0,0,0.3181818181818182,0.3181818181818182,0.6808,0.142,0.5272727272727272
1,0,2,0,0,1,0,0,0,0.8,0.8,0.5719,0.649,1.0
1,1,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1,1,1,0,0,2,0,0,0,0.0,0.5,0.7964,0.73,0.6666666666666666
5,1,2,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,2,1,1,0,0,0,0,0,0.2,0.2,0.5267,0.405,0.5
1,1,1,2,0,1,0,0,0,0.3,0.35,0.6369,0.41200000000000003,0.4
5,6,4,4,0,0,0,0,0,0.0,0.0,0.3818,0.098,0.0
2,3,5,2,0,4,5,0,0,0.30000000000000004,0.75,0.9621,0.5379999999999999,0.625
22,1,6,0,0,0,1,0,0,0.0,0.0,0.5255,0.326,0.0
1,3,6,0,0,1,0,0,0,0.8,0.8,0.4588,0.13400000000000006,0.75
1,7,5,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
3,4,3,1,0,0,0,0,0,0.1,0.1,0.4871,0.133,1.0
